"DRXFDCD","DRXFCSD","DRXFCLD"
92308540,"TEA, ICED, BREWED, GREEN, DECAFFEINATED, PRE-SWEETENED WITH","Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener"
92308550,"TEA, ICED, BREWED, GREEN, DECAFFEINATED, UNSWEETENED","Tea, iced, brewed, green, decaffeinated, unsweetened"
92309000,"TEA, ICED, BOTTLED, BLACK","Tea, iced, bottled, black"
92309010,"TEA, ICED, BOTTLED, BLACK, DECAFFEINATED","Tea, iced, bottled, black, decaffeinated"
92309020,"TEA, ICED, BOTTLED, BLACK, DIET","Tea, iced, bottled, black, diet"
92309030,"TEA, ICED, BOTTLED, BLACK, DECAFFEINATED, DIET","Tea, iced, bottled, black, decaffeinated, diet"
92309040,"TEA, ICED, BOTTLED, BLACK, UNSWEETENED","Tea, iced, bottled, black, unsweetened"
92309050,"TEA, ICED, BOTTLED, BLACK, DECAFFEINATED, UNSWEETENED","Tea, iced, bottled, black, decaffeinated, unsweetened"
92309500,"TEA, ICED, BOTTLED, GREEN","Tea, iced, bottled, green"
92309510,"TEA, ICED, BOTTLED, GREEN, DIET","Tea, iced, bottled, green, diet"
92309520,"TEA, ICED, BOTTLED, GREEN, UNSWEETENED","Tea, iced, bottled, green, unsweetened"
92400000,"SOFT DRINK, NFS","Soft drink, NFS"
92400100,"SOFT DRINK, NFS, DIET","Soft drink, NFS, diet"
92410110,"CARBONATED WATER, SWEETENED","Carbonated water, sweetened"
92410210,"CARBONATED WATER, UNSWEETENED","Carbonated water, unsweetened"
92410250,"CARBONATED WATER, SWEETENED, WITH LOW-CALORIE OR NO-CALORIE","Carbonated water, sweetened, with low-calorie or no-calorie sweetener"
92410310,"SOFT DRINK, COLA","Soft drink, cola"
92410315,"SOFT DRINK, COLA, REDUCED SUGAR","Soft drink, cola, reduced sugar"
92410320,"SOFT DRINK, COLA, DIET","Soft drink, cola, diet"
92410340,"SOFT DRINK, COLA, DECAFFEINATED","Soft drink, cola, decaffeinated"
92410350,"SOFT DRINK, COLA, DECAFFEINATED, DIET","Soft drink, cola, decaffeinated, diet"
92410360,"SOFT DRINK, PEPPER TYPE","Soft drink, pepper type"
92410370,"SOFT DRINK, PEPPER TYPE, DIET","Soft drink, pepper type, diet"
92410390,"SOFT DRINK, PEPPER TYPE, DECAFFEINATED","Soft drink, pepper type, decaffeinated"
92410400,"SOFT DRINK, PEPPER TYPE, DECAFFEINATED, DIET","Soft drink, pepper type, decaffeinated, diet"
92410410,"SOFT DRINK, CREAM SODA","Soft drink, cream soda"
92410420,"SOFT DRINK, CREAM SODA, DIET","Soft drink, cream soda, diet"
92410510,"SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE","Soft drink, fruit flavored, caffeine free"
92410520,"SOFT DRINK, FRUIT FLAVORED, DIET, CAFFEINE FREE","Soft drink, fruit flavored, diet, caffeine free"
92410550,"SOFT DRINK, FRUIT FLAVORED, CAFFEINE CONTAINING","Soft drink, fruit flavored, caffeine containing"
92410560,"SOFT DRINK, FRUIT FLAVORED, CAFFEINE CONTAINING, DIET","Soft drink, fruit flavored, caffeine containing, diet"
92410610,"SOFT DRINK, GINGER ALE","Soft drink, ginger ale"
92410620,"SOFT DRINK, GINGER ALE, DIET","Soft drink, ginger ale, diet"
92410710,"SOFT DRINK, ROOT BEER","Soft drink, root beer"
92410720,"SOFT DRINK, ROOT BEER, DIET","Soft drink, root beer, diet"
92410810,"SOFT DRINK, CHOCOLATE FLAVORED","Soft drink, chocolate flavored"
92410820,"SOFT DRINK, CHOCOLATE FLAVORED, DIET","Soft drink, chocolate flavored, diet"
92411510,"SOFT DRINK, COLA, FRUIT OR VANILLA FLAVORED","Soft drink, cola, fruit or vanilla flavored"
92411520,"SOFT DRINK, COLA, CHOCOLATE FLAVORED","Soft drink, cola, chocolate flavored"
92411610,"SOFT DRINK, COLA, FRUIT OR VANILLA FLAVORED, DIET","Soft drink, cola, fruit or vanilla flavored, diet"
92411620,"SOFT DRINK, COLA, CHOCOLATE FLAVORED, DIET","Soft drink, cola, chocolate flavored, diet"
92432000,"FRUIT JUICE DRINK, CITRUS, CARBONATED","Fruit juice drink, citrus, carbonated"
92433000,"FRUIT JUICE DRINK, NONCITRUS, CARBONATED","Fruit juice drink, noncitrus, carbonated"
92510610,"FRUIT JUICE DRINK","Fruit juice drink"
92510650,"TAMARIND DRINK","Tamarind drink"
92510720,"FRUIT PUNCH, MADE WITH FRUIT JUICE AND SODA","Fruit punch, made with fruit juice and soda"
92510730,"FRUIT PUNCH, MADE WITH SODA, FRUIT JUICE, AND SHERBET OR ICE","Fruit punch, made with soda, fruit juice, and sherbet or ice cream"
92510955,"LEMONADE, FRUIT JUICE DRINK","Lemonade, fruit juice drink"
92510960,"LEMONADE, FRUIT FLAVORED DRINK","Lemonade, fruit flavored drink"
92511000,"LEMONADE, FROZEN CONCENTRATE, NOT RECONSTITUTED","Lemonade, frozen concentrate, not reconstituted"
92511015,"FRUIT FLAVORED DRINK","Fruit flavored drink"
92511250,"FRUIT JUICE BEVERAGE, 40-50% JUICE, CITRUS","Fruit juice beverage, 40-50% juice, citrus"
92512040,"FROZEN DAIQUIRI MIX, FROZEN CONCENTRATE, NOT RECONSTITUTED","Frozen daiquiri mix, frozen concentrate, not reconstituted"
92512050,"FROZEN DAIQUIRI MIX, FROM FROZEN CONCENTRATE, RECONSTITUTED","Frozen daiquiri mix, from frozen concentrate, reconstituted"
92512090,"PINA COLADA, NONALCOHOLIC","Pina Colada, nonalcoholic"
92512110,"MARGARITA MIX, NONALCOHOLIC","Margarita mix, nonalcoholic"
92513000,"SLUSH FROZEN DRINK","Slush frozen drink"
92513010,"SLUSH FROZEN DRINK, NO SUGAR ADDED","Slush frozen drink, no sugar added"
92530410,"FRUIT FLAVORED DRINK, WITH HIGH VITAMIN C","Fruit flavored drink, with high vitamin C"
92530510,"CRANBERRY JUICE DRINK, WITH HIGH VITAMIN C","Cranberry juice drink, with high vitamin C"
92530610,"FRUIT JUICE DRINK, WITH HIGH VITAMIN C","Fruit juice drink, with high vitamin C"
92530950,"VEGETABLE AND FRUIT JUICE DRINK, WITH HIGH VITAMIN C","Vegetable and fruit juice drink, with high vitamin C"
92531030,"FRUIT JUICE DRINK (SUNNY D)","Fruit juice drink (Sunny D)"
92541010,"FRUIT FLAVORED DRINK, POWDERED, RECONSTITUTED","Fruit flavored drink, powdered, reconstituted"
92542000,"FRUIT FLAVORED DRINK, WITH HIGH VITAMIN C, POWDERED, RECONST","Fruit flavored drink, with high vitamin C, powdered, reconstituted"
92550030,"FRUIT JUICE DRINK, WITH HIGH VITAMIN C, LIGHT","Fruit juice drink, with high vitamin C, light"
92550035,"FRUIT JUICE DRINK, LIGHT","Fruit juice drink, light"
92550040,"FRUIT JUICE DRINK, DIET","Fruit juice drink, diet"
92550110,"CRANBERRY JUICE DRINK, WITH HIGH VITAMIN C, LIGHT","Cranberry juice drink, with high vitamin C, light"
92550200,"GRAPE JUICE DRINK, LIGHT","Grape juice drink, light"
92550350,"ORANGE JUICE BEVERAGE, 40-50% JUICE, LIGHT","Orange juice beverage, 40-50% juice, light"
92550360,"APPLE JUICE BEVERAGE, 40-50% JUICE, LIGHT","Apple juice beverage, 40-50% juice, light"
92550370,"LEMONADE, FRUIT JUICE DRINK, LIGHT","Lemonade, fruit juice drink, light"
92550380,"POMEGRANATE JUICE BEVERAGE, 40-50% JUICE, LIGHT","Pomegranate juice beverage, 40-50% juice, light"
92550400,"VEGETABLE AND FRUIT JUICE DRINK, WITH HIGH VITAMIN C, DIET","Vegetable and fruit juice drink, with high vitamin C, diet"
92550405,"VEGETABLE AND FRUIT JUICE DRINK, WITH HIGH VITAMIN C, LIGHT","Vegetable and fruit juice drink, with high vitamin C, light"
92550610,"FRUIT FLAVORED DRINK, WITH HIGH VITAMIN C, DIET","Fruit flavored drink, with high vitamin C, diet"
92550620,"FRUIT FLAVORED DRINK, DIET","Fruit flavored drink, diet"
92552000,"FRUIT FLAVORED DRINK, WITH HIGH VITAMIN C, POWDERED, RECONST","Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet"
92552010,"FRUIT FLAVORED DRINK, POWDERED, RECONSTITUTED, DIET","Fruit flavored drink, powdered, reconstituted, diet"
92552020,"FRUIT JUICE DRINK, REDUCED SUGAR (SUNNY D)","Fruit juice drink, reduced sugar (Sunny D)"
92552030,"FRUIT JUICE DRINK (CAPRI SUN)","Fruit juice drink (Capri Sun)"
92582100,"FRUIT JUICE DRINK, WITH HIGH VITAMIN C, PLUS ADDED CALCIUM","Fruit juice drink, with high vitamin C, plus added calcium"
92582110,"FRUIT JUICE DRINK, ADDED CALCIUM (SUNNY D)","Fruit juice drink, added calcium (Sunny D)"
92610020,"HORCHATA BEVERAGE, MADE WITH WATER","Horchata beverage, made with water"
92610030,"HORCHATA BEVERAGE, MADE WITH MILK","Horchata beverage, made with milk"
92611010,"OATMEAL BEVERAGE WITH WATER","Oatmeal beverage with water"
92611100,"OATMEAL BEVERAGE WITH MILK","Oatmeal beverage with milk"
92612010,"SUGAR CANE BEVERAGE","Sugar cane beverage"
92613010,"CORNMEAL BEVERAGE","Cornmeal beverage"
92613510,"CORNMEAL BEVERAGE WITH CHOCOLATE MILK","Cornmeal beverage with chocolate milk"
92801000,"WINE, NONALCOHOLIC","Wine, nonalcoholic"
92802000,"WINE, LIGHT, NONALCOHOLIC","Wine, light, nonalcoholic"
92803000,"NONALCOHOLIC MALT BEVERAGE","Nonalcoholic malt beverage"
92804000,"SHIRLEY TEMPLE","Shirley Temple"
92900100,"FRUIT FLAVORED DRINK, WITH HIGH VITAMIN C, POWDERED, NOT REC","Fruit flavored drink, with high vitamin C, powdered, not reconstituted"
92900110,"FRUIT FLAVORED DRINK, POWDERED, NOT RECONSTITUTED","Fruit flavored drink, powdered, not reconstituted"
92900200,"FRUIT FLAVORED DRINK, POWDERED, NOT RECONSTITUTED, DIET","Fruit flavored drink, powdered, not reconstituted, diet"
92900300,"SPORTS DRINK, DRY CONCENTRATE, NOT RECONSTITUTED","Sports drink, dry concentrate, not reconstituted"
93101000,"BEER","Beer"
93102000,"BEER, LIGHT","Beer, light"
93102100,"BEER, LOW CARB","Beer, low carb"
93102200,"BEER, LIGHT, HIGHER ALCOHOL","Beer, light, higher alcohol"
93102300,"BEER, HIGHER ALCOHOL","Beer, higher alcohol"
93106000,"ALCOHOLIC MALT BEVERAGE, SWEETENED","Alcoholic malt beverage, sweetened"
93106010,"ALCOHOLIC MALT BEVERAGE, HIGHER ALCOHOL, SWEETENED","Alcoholic malt beverage, higher alcohol, sweetened"
93106100,"ALCOHOLIC MALT BEVERAGE","Alcoholic malt beverage"
93106500,"HARD CIDER","Hard cider"
93201000,"CORDIAL OR LIQUEUR","Cordial or liqueur"
93202000,"CORDIAL OR LIQUEUR, COFFEE FLAVORED","Cordial or liqueur, coffee flavored"
93301000,"COCKTAIL, NFS","Cocktail, NFS"
93301010,"ALEXANDER","Alexander"
93301020,"BACARDI COCKTAIL","Bacardi cocktail"
93301030,"BLOODY MARY","Bloody Mary"
93301031,"CANADIAN CLUB AND SODA","Canadian Club and soda"
93301032,"CAPE COD","Cape Cod"
93301040,"DAIQUIRI","Daiquiri"
93301045,"GELATIN SHOT, ALCOHOLIC","Gelatin shot, alcoholic"
93301050,"GIMLET","Gimlet"
93301060,"GIN AND TONIC","Gin and Tonic"
93301070,"GRASSHOPPER","Grasshopper"
93301075,"GREYHOUND","Greyhound"
93301080,"HIGH BALL","High ball"
93301083,"JAGERBOMB","Jagerbomb"
93301085,"KAMIKAZE","Kamikaze"
93301090,"MANHATTAN","Manhattan"
93301100,"MARGARITA","Margarita"
93301110,"MARTINI","Martini"
93301111,"MARTINI, FLAVORED","Martini, flavored"
93301115,"MIMOSA","Mimosa"
93301120,"MINT JULEP","Mint julep"
93301125,"MOJITO","Mojito"
93301130,"OLD FASHIONED","Old fashioned"
93301132,"ORANGE BLOSSOM","Orange Blossom"
93301135,"ROB ROY","Rob Roy"
93301136,"RUSTY NAIL","Rusty Nail"
93301139,"SALTY DOG","Salty Dog"
93301140,"SCREWDRIVER","Screwdriver"
93301141,"SEABREEZE","Seabreeze"
93301142,"SEVEN AND SEVEN","Seven and Seven"
93301150,"TOM COLLINS","Tom Collins"
93301160,"WHISKEY SOUR","Whiskey sour"
93301170,"WHISKEY AND SODA","Whiskey and soda"
93301181,"WHISKEY AND WATER","Whiskey and water"
93301182,"WHISKEY AND COLA","Whiskey and cola"
93301183,"WHISKEY AND DIET COLA","Whiskey and diet cola"
93301184,"WHISKEY AND GINGER ALE","Whiskey and ginger ale"
93301190,"RUM AND COLA","Rum and cola"
93301191,"RUM AND DIET COLA","Rum and diet cola"
93301200,"PINA COLADA","Pina Colada"
93301205,"BRANDY AND COLA","Brandy and cola"
93301211,"VODKA AND SODA","Vodka and soda"
93301213,"VODKA AND LEMONADE","Vodka and lemonade"
93301214,"VODKA AND COLA","Vodka and cola"
93301215,"VODKA AND DIET COLA","Vodka and diet cola"
93301216,"VODKA AND ENERGY DRINK","Vodka and energy drink"
93301217,"VODKA AND WATER","Vodka and water"
93301218,"VODKA AND TONIC","Vodka and tonic"
93301230,"SLOE GIN FIZZ","Sloe gin fizz"
93301240,"BLACK RUSSIAN","Black Russian"
93301250,"WHITE RUSSIAN","White Russian"
93301270,"FRUIT PUNCH, ALCOHOLIC","Fruit punch, alcoholic"
93301275,"CHAMPAGNE PUNCH","Champagne punch"
93301280,"SINGAPORE SLING","Singapore Sling"
93301290,"STINGER","Stinger"
93301310,"MAI TAI","Mai Tai"
93301320,"TEQUILA SUNRISE","Tequila Sunrise"
93301330,"GIN RICKEY","Gin Rickey"
93301340,"GOLDEN CADILLAC","Golden Cadillac"
93301360,"LONG ISLAND ICED TEA","Long Island iced tea"
93301370,"FUZZY NAVEL","Fuzzy Navel"
93301400,"IRISH COFFEE","Irish Coffee"
93301450,"LIQUEUR WITH CREAM","Liqueur with cream"
93301500,"FROZEN DAIQUIRI","Frozen daiquiri"
93301510,"FROZEN MARGARITA","Frozen margarita"
93301550,"EGGNOG, ALCOHOLIC","Eggnog, alcoholic"
93301600,"GIN FIZZ","Gin fizz"
93302000,"RUM, HOT BUTTERED","Rum, hot buttered"
93302100,"ZOMBIE","Zombie"
93401010,"WINE, TABLE, RED","Wine, table, red"
93401020,"WINE, TABLE, WHITE","Wine, table, white"
93401030,"WINE, TABLE, ROSE","Wine, table, rose"
93401100,"WINE, RICE","Wine, rice"
93402000,"WINE, DESSERT, SWEET","Wine, dessert, sweet"
93403000,"WINE, LIGHT","Wine, light"
93404000,"WINE COOLER","Wine cooler"
93404550,"SANGRIA, RED","Sangria, red"
93404560,"SANGRIA, WHITE","Sangria, white"
93405000,"WINE SPRITZER","Wine spritzer"
93406000,"GLUG","Glug"
93501000,"BRANDY","Brandy"
93502000,"WHISKEY","Whiskey"
93502100,"SCOTCH","Scotch"
93503000,"GIN","Gin"
93504000,"RUM","Rum"
93504100,"RUM COOLER","Rum cooler"
93505000,"VODKA","Vodka"
93505100,"TEQUILA","Tequila"
94000100,"WATER, TAP","Water, tap"
94100100,"WATER, BOTTLED, UNSWEETENED","Water, bottled, unsweetened"
94100200,"WATER, BOTTLED, SWEETENED, WITH LOW CALORIE SWEETENER","Water, bottled, sweetened, with low calorie sweetener"
94100300,"WATER, BOTTLED, FLAVORED (CAPRI SUN ROARIN' WATERS)","Water, bottled, flavored (Capri Sun Roarin' Waters)"
94210100,"WATER, BOTTLED, FLAVORED (PROPEL WATER)","Water, bottled, flavored (Propel Water)"
94210200,"WATER, BOTTLED, FLAVORED (GLACEAU VITAMIN WATER)","Water, bottled, flavored (Glaceau Vitamin Water)"
94210300,"WATER, BOTTLED, FLAVORED (SOBE LIFE WATER)","Water, bottled, flavored (SoBe Life Water)"
94220215,"WATER, BOTTLED, FLAVORED, SUGAR FREE (GLACEAU VITAMIN WATER)","Water, bottled, flavored, sugar free (Glaceau Vitamin Water)"
94220310,"WATER, BOTTLED, FLAVORED, SUGAR FREE (SOBE)","Water, bottled, flavored, sugar free (SoBe)"
94300100,"WATER, BABY, BOTTLED, UNSWEETENED","Water, baby, bottled, unsweetened"
95101000,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK (BOOST)","Nutritional drink or shake, ready-to-drink (Boost)"
95101010,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK (BOOST PLUS)","Nutritional drink or shake, ready-to-drink (Boost Plus)"
95102000,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK (CARNATION INSTAN","Nutritional drink or shake, ready-to-drink (Carnation Instant Breakfast)"
95103000,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK (ENSURE)","Nutritional drink or shake, ready-to-drink (Ensure)"
95103010,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK (ENSURE PLUS)","Nutritional drink or shake, ready-to-drink (Ensure Plus)"
95104000,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK, SUGAR FREE (GLUC","Nutritional drink or shake, ready-to-drink, sugar free (Glucerna)"
95105000,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK (KELLOGG'S SPECIA","Nutritional drink or shake, ready-to-drink (Kellogg's Special K Protein)"
95106000,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK (MUSCLE MILK)","Nutritional drink or shake, ready-to-drink (Muscle Milk)"
95106010,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK, LIGHT (MUSCLE MI","Nutritional drink or shake, ready-to-drink, light (Muscle Milk)"
95110000,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK (SLIM FAST)","Nutritional drink or shake, ready-to-drink (Slim Fast)"
95110010,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK, SUGAR FREE (SLIM","Nutritional drink or shake, ready-to-drink, sugar free (Slim Fast)"
95110020,"NUTRITIONAL DRINK OR SHAKE, HIGH PROTEIN, READY-TO-DRINK (SL","Nutritional drink or shake, high protein, ready-to-drink (Slim Fast)"
95120000,"NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK, NFS","Nutritional drink or shake, ready-to-drink, NFS"
95120010,"NUTRITIONAL DRINK OR SHAKE, HIGH PROTEIN, READY-TO-DRINK, NF","Nutritional drink or shake, high protein, ready-to-drink, NFS"
95120020,"NUTRITIONAL DRINK OR SHAKE, HIGH PROTEIN, LIGHT, READY-TO-DR","Nutritional drink or shake, high protein, light, ready-to-drink, NFS"
95120050,"NUTRITIONAL DRINK OR SHAKE, LIQUID, SOY-BASED","Nutritional drink or shake, liquid, soy-based"
95201000,"NUTRITIONAL POWDER MIX (CARNATION INSTANT BREAKFAST)","Nutritional powder mix (Carnation Instant Breakfast)"
95201010,"NUTRITIONAL POWDER MIX, SUGAR FREE (CARNATION INSTANT BREAKF","Nutritional powder mix, sugar free (Carnation Instant Breakfast)"
95201200,"NUTRITIONAL POWDER MIX (EAS WHEY PROTEIN POWDER)","Nutritional powder mix (EAS Whey Protein Powder)"
95201300,"NUTRITIONAL POWDER MIX (EAS SOY PROTEIN POWDER)","Nutritional powder mix (EAS Soy Protein Powder)"
95201500,"NUTRITIONAL POWDER MIX, HIGH PROTEIN (HERBALIFE)","Nutritional powder mix, high protein (Herbalife)"
95201600,"NUTRITIONAL POWDER MIX (ISOPURE)","Nutritional powder mix (Isopure)"
95201700,"NUTRITIONAL POWDER MIX (KELLOGG'S SPECIAL K20 PROTEIN WATER)","Nutritional powder mix (Kellogg's Special K20 Protein Water)"
95202000,"NUTRITIONAL POWDER MIX (MUSCLE MILK)","Nutritional powder mix (Muscle Milk)"
95202010,"NUTRITIONAL POWDER MIX, LIGHT (MUSCLE MILK)","Nutritional powder mix, light (Muscle Milk)"
95210000,"NUTRITIONAL POWDER MIX (SLIM FAST)","Nutritional powder mix (Slim Fast)"
95210010,"NUTRITIONAL POWDER MIX, SUGAR FREE (SLIM FAST)","Nutritional powder mix, sugar free (Slim Fast)"
95210020,"NUTRITIONAL POWDER MIX, HIGH PROTEIN (SLIM FAST)","Nutritional powder mix, high protein (Slim Fast)"
95220000,"NUTRITIONAL POWDER MIX, NFS","Nutritional powder mix, NFS"
95220010,"NUTRITIONAL POWDER MIX, HIGH PROTEIN, NFS","Nutritional powder mix, high protein, NFS"
95230000,"NUTRITIONAL POWDER MIX, WHEY BASED, NFS","Nutritional powder mix, whey based, NFS"
95230010,"NUTRITIONAL POWDER MIX, PROTEIN, SOY BASED, NFS","Nutritional powder mix, protein, soy based, NFS"
95230020,"NUTRITIONAL POWDER MIX, PROTEIN, LIGHT, NFS","Nutritional powder mix, protein, light, NFS"
95230030,"NUTRITIONAL POWDER MIX, PROTEIN, NFS","Nutritional powder mix, protein, NFS"
95310200,"ENERGY DRINK (FULL THROTTLE)","Energy drink (Full Throttle)"
95310400,"ENERGY DRINK (MONSTER)","Energy drink (Monster)"
95310500,"ENERGY DRINK (MOUNTAIN DEW AMP)","Energy drink (Mountain Dew AMP)"
95310550,"ENERGY DRINK (NO FEAR)","Energy drink (No Fear)"
95310555,"ENERGY DRINK (NO FEAR MOTHERLOAD)","Energy drink (No Fear Motherload)"
95310560,"ENERGY DRINK (NOS)","Energy drink (NOS)"
95310600,"ENERGY DRINK (RED BULL)","Energy drink (Red Bull)"
95310700,"ENERGY DRINK (ROCKSTAR)","Energy drink (Rockstar)"
95310750,"ENERGY DRINK (SOBE ENERGIZE ENERGY JUICE DRINK)","Energy drink (SoBe Energize Energy Juice Drink)"
95310800,"ENERGY DRINK (VAULT)","Energy drink (Vault)"
95311000,"ENERGY DRINK","Energy Drink"
95312400,"ENERGY DRINK, LOW CALORIE (MONSTER)","Energy drink, low calorie (Monster)"
95312410,"ENERGY DRINK, SUGAR FREE (MONSTER)","Energy drink, sugar free (Monster)"
95312500,"ENERGY DRINK, SUGAR FREE (MOUNTAIN DEW AMP)","Energy drink, sugar free (Mountain Dew AMP)"
95312550,"ENERGY DRINK, SUGAR FREE (NO FEAR)","Energy drink, sugar free (No Fear)"
95312555,"ENERGY DRINK, SUGAR-FREE (NOS)","Energy drink, sugar-free (NOS)"
95312560,"ENERGY DRINK (OCEAN SPRAY CRAN-ENERGY JUICE DRINK)","Energy drink (Ocean Spray Cran-Energy Juice Drink)"
95312600,"ENERGY DRINK, SUGAR-FREE (RED BULL)","Energy drink, sugar-free (Red Bull)"
95312700,"ENERGY DRINK, SUGAR FREE (ROCKSTAR)","Energy drink, sugar free (Rockstar)"
95312800,"ENERGY DRINK, SUGAR FREE (VAULT)","Energy drink, sugar free (Vault)"
95312900,"ENERGY DRINK (XS)","Energy drink (XS)"
95312905,"ENERGY DRINK (XS GOLD PLUS)","Energy drink (XS Gold Plus)"
95313200,"ENERGY DRINK, SUGAR FREE","Energy drink, sugar free"
95320200,"SPORTS DRINK (GATORADE G)","Sports drink (Gatorade G)"
95320500,"SPORTS DRINK (POWERADE)","Sports drink (Powerade)"
95321000,"SPORTS DRINK, NFS","Sports drink, NFS"
95322200,"SPORTS DRINK, LOW CALORIE (GATORADE G2)","Sports drink, low calorie (Gatorade G2)"
95322500,"SPORTS DRINK, LOW CALORIE (POWERADE ZERO)","Sports drink, low calorie (Powerade Zero)"
95323000,"SPORTS DRINK, LOW CALORIE","Sports drink, low calorie"
95330100,"FLUID REPLACEMENT, ELECTROLYTE SOLUTION","Fluid replacement, electrolyte solution"
95330500,"FLUID REPLACEMENT, 5% GLUCOSE IN WATER","Fluid replacement, 5% glucose in water"
95342000,"FRUIT JUICE, ACAI BLEND","Fruit juice, acai blend"
99991400,"CHEESE AS INGREDIENT IN SANDWICHES","Cheese as ingredient in sandwiches"
99992230,"BREAKFAST MEAT AS INGREDIENT IN OMELET","Breakfast meat as ingredient in omelet"
99992610,"FISH FILLET, FRIED AS INGREDIENT IN SANDWICHES","Fish fillet, fried as ingredient in sandwiches"
99995000,"BREADING OR BATTER AS INGREDIENT IN FOOD","Breading or batter as ingredient in food"
99995130,"WHEAT BREAD AS INGREDIENT IN SANDWICHES","Wheat bread as ingredient in sandwiches"
99995135,"WHEAT BUN AS INGREDIENT IN SANDWICHES","Wheat bun as ingredient in sandwiches"
99997210,"SPINACH, COOKED, AS INGREDIENT","Spinach, cooked, as ingredient"
99997220,"BROCCOLI, COOKED, AS INGREDIENT","Broccoli, cooked, as ingredient"
99997310,"CARROTS, COOKED, AS INGREDIENT","Carrots, cooked, as ingredient"
99997410,"TOMATOES, COOKED, AS INGREDIENT","Tomatoes, cooked, as ingredient"
99997510,"ONIONS, COOKED, AS INGREDIENT","Onions, cooked, as ingredient"
99997515,"MUSHROOMS, COOKED, AS INGREDIENT","Mushrooms, cooked, as ingredient"
99997520,"GREEN PEPPER, COOKED, AS INGREDIENT","Green pepper, cooked, as ingredient"
